% Model:              Mismatch 1D e 2D - BH.mph
% Version:            COMSOL 6.2.0.339
% Date:               Dec 8 2024, 17:42
% Table:              1D T and R alpha=0.1 - 1D T and R
% Mat index                                       freq (Hz)                                         point_in * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)    point_out * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)
1                                                 2.5                                               -0.2101461741960973+0.40727919871835944i          0.7898537903841166+0.4075453706164753i
1                                                 2.51                                              -0.218189272799857+0.41071722594402327i           0.781800252482181+0.4153235663660372i
1                                                 2.52                                              -0.2233754957219844+0.40808780008322587i          0.7764816015002802+0.425023636621474i
1                                                 2.53                                              -0.22514160601729322+0.3997667895691263i          0.7742022688771004+0.4360161779000277i
1                                                 2.54                                              -0.22291410262130523+0.38602750790973983i         0.7751881505018937+0.44763506706986667i
1                                                 2.55                                              -0.2161702450174057+0.3670215256194175i           0.779578877354258+0.4591559174237644i
1                                                 2.56                                              -0.20450641155351768+0.34276866831328046i         0.7873982110010278+0.46977898604819673i
1                                                 2.57                                              -0.1877163046481744+0.3131636059252062i           0.7985032622822288+0.4786278533152165i
1                                                 2.5799999999999996                                -0.16587607017495196+0.27801083777389823i         0.8125183098260931+0.48477764259118655i
1                                                 2.59                                              -0.13942378196100555+0.23710111791305985i         0.8287680241963027+0.487326621828825i
1                                                 2.5999999999999996                                -0.10920830582663538+0.1903363504283478i          0.8462367703003428+0.4855183649570772i
1                                                 2.61                                              -0.07647301813014072+0.13789283779634184i         0.8635897324805346+0.47890417111707967i
1                                                 2.6199999999999997                                -0.04274373219466622+0.08038579927239634i         0.8792873761371872+0.4675083215835253i
1                                                 2.63                                              -0.009617162667550704+0.018973515046508065i       0.8917975319526155+0.4519341387434924i
1                                                 2.6399999999999997                                0.02150710869950046-0.044661130797411436i         0.899862583252002+0.4333482229627381i
1                                                 2.65                                              0.0496667227253242-0.1084756551130667i            0.902737643113188+0.4133185377967889i
1                                                 2.6599999999999997                                0.074461462519217-0.17033926851506184i            0.9003127512953666+0.39354623895524776i
1                                                 2.67                                              0.09602269911370825-0.22832023746914798i          0.893078993896111+0.375581115294896i
1                                                 2.6799999999999997                                0.11485536719949888-0.2808981022876806i           0.8819667227737953+0.3606115088469677i
1                                                 2.69                                              0.13162564963153156-0.3270543794365209i           0.8681291960837052+0.3493747299763541i
1                                                 2.6999999999999997                                0.14696805507450517-0.3662509479453451i           0.8527454306154559+0.34217838759692765i
1                                                 2.71                                              0.1613545916020485-0.39833888475892665i           0.836885020580634+0.33898944762876304i
1                                                 2.7199999999999998                                0.17503335632543698-0.4234442049348539i           0.8214422070571938+0.33954408383242907i
1                                                 2.73                                              0.1880217102792679-0.44186248097157577i           0.8071241900856457+0.34344579760668925i
1                                                 2.7399999999999998                                0.20013268919832433-0.45397648896383486i          0.7944719348236268+0.3502370432280687i
1                                                 2.75                                              0.21101655287934185-0.4601981694919207i           0.7838946385295273+0.3594424204936084i
1                                                 2.76                                              0.2202059585436238-0.4609298418222005i            0.7757051189128807+0.370587902044208i
1                                                 2.77                                              0.22715936688059418-0.4565380296423996i           0.7701488369911109+0.3832023920481228i
1                                                 2.78                                              0.23130166821787523-0.4473342514769124i           0.7674228011783744+0.3968075272673192i
1                                                 2.79                                              0.23206368716993178-0.43355922129027313i          0.7676823514439315+0.4109007529583935i
1                                                 2.8                                               0.22892356983102397-0.41536942536570565i          0.7710344686832611+0.42493630521514286i
1                                                 2.81                                              0.22145328082727095-0.3928278202256361i           0.7775166196490043+0.4383092315107643i
1                                                 2.82                                              0.20937236193920758-0.365903366242727i            0.7870611281094558+0.4503489810615681i
1                                                 2.8299999999999996                                0.19260821028539138-0.3344868875678739i           0.7994475999233708+0.46033087835738024i
1                                                 2.84                                              0.17135689473661644-0.29843220794427616i          0.8142507656503315+0.4675146647398392i
1                                                 2.8499999999999996                                0.1461311931562287-0.2576295909652253i            0.8307980825271665+0.47121704824476485i
1                                                 2.86                                              0.11777530053848752-0.2121107748451685i           0.8481583861600801+0.4709173000683954i
1                                                 2.8699999999999997                                0.08742344966363183-0.16217049417761742i          0.8651848796514223+0.4663804667512546i
1                                                 2.88                                              0.05638874351514628-0.1084721364102352i           0.8806265400101471+0.4577654996676869i
1                                                 2.8899999999999997                                0.025991442502539642-0.052095033291739715i        0.8932989739905253+0.44567545627177035i
1                                                 2.9                                               -0.0026344269002331706+0.005510408331861484i      0.9022760607422515+0.4311156402210149i
1                                                 2.9099999999999997                                -0.028698207493874996+0.06266290156552592i        0.9070446004928924+0.4153561860952359i
1                                                 2.92                                              -0.051823089253720055+0.11764984296783085i        0.9075716824265806+0.3997347201201244i
1                                                 2.9299999999999997                                -0.07201318034471064+0.16892610078561265i         0.9042680993994673+0.38545891019076234i
1                                                 2.94                                              -0.08954060457416976+0.2152573564001477i          0.8978712749322619+0.3734632336247938i
1                                                 2.9499999999999997                                -0.10479969446627743+0.2557822542145483i          0.8892947411449907+0.36434534457901446i
1                                                 2.96                                              -0.11817377758686408+0.29000004374557353i         0.8794895423010823+0.3583749719112869i
1                                                 2.9699999999999998                                -0.1299416845524895+0.3177098186855727i           0.869344432532813+0.3555488409453461i
1                                                 2.98                                              -0.1402303311389282+0.3389302610938663i           0.8596307619139252+0.3556623171058818i
1                                                 2.9899999999999998                                -0.14900598342586102+0.3538210831889305i          0.8509839243927352+0.35837624910737426i
1                                                 3                                                 -0.15609186479153933+0.3626170423089676i          0.8439079233845959+0.3632679797419452i
1                                                 3.01                                              -0.16120084779781296+0.36557738769947196i         0.8387902441905104+0.3698638749582926i
1                                                 3.02                                              -0.1639755831765737+0.362949280560972i            0.8359173484898919+0.3776557144254604i
1                                                 3.03                                              -0.16403214277964356+0.35494252985441654i         0.8354844520366211+0.3861056142888462i
1                                                 3.04                                              -0.16100594480974223+0.34171378945540687i         0.8375959440685267+0.3946450611626696i
1                                                 3.05                                              -0.15459998964457106+0.32336020559566503i         0.842254940053107+0.4026740983504718i
1                                                 3.06                                              -0.1446351244548871+0.2999246542091668i           0.8493425776661858+0.40956714507880765i
1                                                 3.07                                              -0.13110008673955326+0.2714164374764049i          0.8585904087101957+0.4146921520761392i
1                                                 3.08                                              -0.11419554494164141+0.23785163623108685i         0.8695529643844645+0.417448983246204i
1                                                 3.09                                              -0.09436197458226415+0.1993149744201243i          0.8815918626606152+0.4173297848249747i
1                                                 3.0999999999999996                                -0.07227785944651799+0.1560389936077938i          0.8938859809609304+0.41399753613852636i
1                                                 3.11                                              -0.04881549872236971+0.10848692301526489i         0.9054812155559567+0.4073692525276811i
1                                                 3.1199999999999997                                -0.024949722394586114+0.05741604902967996i        0.9153851409661097+0.3976805494427728i
1                                                 3.13                                              -0.0016303030328790337+0.0038947148953407326i     0.9226962462990915+0.38550450548392984i
1                                                 3.1399999999999997                                0.020353550390346024-0.05074574064229549i         0.9267397131326278+0.37170589071611704i
1                                                 3.15                                              0.04047853806245705-0.10502244512080725i          0.9271719214200594+0.35733215563213727i
1                                                 3.1599999999999997                                0.058530871539030936-0.15745019877176383i         0.9240223024736058+0.34346656142664816i
1                                                 3.17                                              0.0745781619686251-0.2066883873603934i            0.9176627208097873+0.3310832092335803i
1                                                 3.1799999999999997                                0.08888503808612616-0.2516489999818867i           0.9087199377556611+0.32094028336868685i
1                                                 3.19                                              0.10180375846571646-0.29154716484071447i          0.8979624854404328+0.31352980035060307i
1                                                 3.1999999999999997                                0.11367147725490685-0.32589686265972134i          0.8861936194052272+0.3090808969729273i
1                                                 3.21                                              0.12473479581446902-0.35446859691878596i          0.8741709166708431+0.30759955856347404i
1                                                 3.2199999999999998                                0.1351082581453504-0.3772293987341866i            0.8625590066540681+0.3089240829907552i
1                                                 3.23                                              0.14476305332462114-0.3942814611972238i           0.8519113805138929+0.31277966990468764i
1                                                 3.2399999999999998                                0.15353746163155793-0.40580880406063i             0.8426722967367695+0.3188224692334496i
1                                                 3.25                                              0.16116036735731504-0.41203527626711106i          0.8351893240836905+0.32666964216784017i
1                                                 3.26                                              0.16728128251027966-0.41319337622993474i          0.8297288639503354+0.33591607077872043i
1                                                 3.27                                              0.1715030136616439-0.40950176316035897i           0.8264893365820493+0.3461404197202139i
1                                                 3.28                                              0.1734153861666537-0.40114930781793395i           0.8256087106032025+0.356904037325804i
1                                                 3.29                                              0.17262994445133778-0.3882844368514773i           0.8271645020236438+0.36774642185455475i
1                                                 3.3                                               0.16881618226734774-0.3710098927197023i           0.8311654680859906+0.3781811639538528i
1                                                 3.31                                              0.16173958017524498-0.34938452600566905i          0.8375353542022663+0.38769659234728576i
1                                                 3.32                                              0.1513004667151753-0.3234350060663456i            0.8460906260434691+0.39576565528005336i
1                                                 3.33                                              0.13757045654544836-0.29318085468362975i          0.8565164020252016+0.4018693831008187i
1                                                 3.34                                              0.12082023165643925-0.25867522833333084i          0.8683476755759766+0.4055368181588528i
1                                                 3.3499999999999996                                0.10152962689715343-0.2200606300475086i           0.880965566102437+0.40640074527227193i
1                                                 3.36                                              0.0803700729417442-0.17763301903806863i           0.8936190933621477+0.40426265523547933i
1                                                 3.3699999999999997                                0.05815255626528776-0.13190082467689607i          0.9054797329502993+0.3991533034013227i
1                                                 3.38                                              0.035742567892659706-0.08362029719935274i         0.9157275940545699+0.39137009166948616i
1                                                 3.3899999999999997                                0.01395545998919203-0.03378959412137157i          0.9236560327680101+0.38147343849183873i
1                                                 3.4                                               -0.006543858568202396+0.016406535358676207i       0.9287709401175732+0.3702337504108535i
1                                                 3.4099999999999997                                -0.025310313240473673+0.06569388648784807i        0.9308582508739118+0.3585363213113224i
1                                                 3.42                                              -0.042139035455250176+0.11282530954703891i        0.9300016434764916+0.3472663468161422i
1                                                 3.4299999999999997                                -0.05703493211954099+0.15668796315984332i         0.9265486798738221+0.3372024248081899i
1                                                 3.44                                              -0.07014569630870404+0.19637812134750485i         0.9210396076336075+0.32894146980149863i
1                                                 3.4499999999999997                                -0.08168081996980454+0.2312335468477142i          0.9141212971847108+0.32286477149451354i
1                                                 3.46                                              -0.091837750592731+0.2608270709255278i            0.9064672791601889+0.3191413153583437i
1                                                 3.4699999999999998                                -0.10074851120894764+0.284933437151842i           0.8987169063002443+0.3177561036522776i
1                                                 3.48                                              -0.10845105498682954+0.3034833199538975i          0.8914374645775218+0.3185494408085577i
1                                                 3.4899999999999998                                -0.11488302270521907+0.3165157095045046i          0.8851062706721815+0.32125601419565897i
1                                                 3.5                                               -0.11989250014003337+0.3241354991157703i          0.8801065176915297+0.3255372125262014i
1                                                 3.51                                              -0.12326010266539611+0.3264792734122656i          0.8767301749250738+0.33100437511933295i
1                                                 3.52                                              -0.1247279172414416+0.3236898953333647i           0.8751823581900646+0.3372336872637202i
1                                                 3.53                                              -0.12403236737309173+0.3158995478367462i          0.8755832601320281+0.34377524193811426i
1                                                 3.54                                              -0.12093922077914146+0.30322100547849934i         0.8779654581272616+0.3501597413952583i
1                                                 3.55                                              -0.11527937483691973+0.2857475873102313i          0.8822661105531522+0.3559067493757456i
1                                                 3.56                                              -0.10698360344903686+0.2635629623970088i          0.8883153349067194+0.3605384377037557i
1                                                 3.57                                              -0.0961131894558172+0.23676220512640356i          0.8958240503639746+0.36360223078612014i
1                                                 3.58                                              -0.08288161994150176+0.20548466618296815i         0.9043766437438917+0.36470424860933115i
1                                                 3.59                                              -0.06766100819129028+0.16995688455119237i         0.9134354255783351+0.3635525867919593i
1                                                 3.5999999999999996                                -0.05096678159094013+0.1305399200406471i          0.9223639397449357+0.36000525141781914i
1                                                 3.61                                              -0.033416721300013906+0.08777105218592532i        0.9304735638452288+0.3541128778639278i
1                                                 3.6199999999999997                                -0.015666259875914718+0.042386800261195574i       0.9370919240343654+0.3461432060697628i
1                                                 3.63                                              0.0016700622931367594-0.004684787808895304i       0.9416435655000217+0.33657517428210565i
1                                                 3.6399999999999997                                0.018094080201085865-0.052368181099591384i        0.9437262436385877+0.326056879682609i
1                                                 3.65                                              0.03327752906268763-0.0995157684400131i           0.9431641420769912+0.31533219880536456i
1                                                 3.6599999999999997                                0.04707995875606872-0.1449992493121801i           0.9400245177664214+0.3051512313197642i
1                                                 3.67                                              0.05952824535347688-0.18779651378753234i          0.9345950873488142+0.29618484914817367i
1                                                 3.6799999999999997                                0.07076643791275146-0.22705611336050446i          0.9273309556979141+0.28896102549075714i
1                                                 3.69                                              0.08099175611819476-0.26212997706941554i          0.9187869171761973+0.2838320635946766i
1                                                 3.6999999999999997                                0.09039300805359653-0.292574978137426i            0.9095513566661858+0.2809718974630556i
1                                                 3.71                                              0.09910298719220285-0.31813110185423255i          0.900193194866836+0.28039550401529895i
1                                                 3.7199999999999998                                0.10716985368998425-0.33868659212518615i          0.8912266753769813+0.2819898698438296i
1                                                 3.73                                              0.11454700527691788-0.35423933037488475i          0.883093173907447+0.2855471403479358i
1                                                 3.7399999999999998                                0.1210978131902239-0.36486072711744943i           0.8761559385615602+0.2907936635462515i
1                                                 3.75                                              0.12661072352005384-0.37066530329593905i          0.8707026381708554+0.29741193286008716i
1                                                 3.76                                              0.13082079669726182-0.37178686223401863i          0.8669510204932618+0.3050550104326128i
1                                                 3.77                                              0.13343491885769726-0.36836095081498593i          0.8650540558837344+0.31335466488251645i
1                                                 3.78                                              0.1341590545810572-0.36051301989490914i           0.8651021407146987+0.3219253710977422i
1                                                 3.79                                              0.13272667729923215-0.34835201718045006i          0.8671210530215743+0.3303667841373613i
1                                                 3.8                                               0.12892775126151235-0.3319697708317655i           0.8710654128055619+0.33826752809905497i
1                                                 3.81                                              0.12263728937121085-0.3114471509785034i           0.8768085302916114+0.3452131897631084i
1                                                 3.82                                              0.11384159945427816-0.2868683107697097i           0.8841308419200915+0.35080115224787584i
1                                                 3.83                                              0.10265901958178394-0.25834395051011527i          0.8927106090025401+0.3546640714981044i
1                                                 3.84                                              0.08935062996570811-0.22604318073890453i          0.9021218923472536+0.35650207088524943i
1                                                 3.8499999999999996                                0.07431581544007212-0.19023105556706157i          0.9118453863567096+0.35612096870043386i
1                                                 3.86                                              0.05806853289110013-0.15130558367298913i          0.9212966456088333+0.3534704161222713i
1                                                 3.8699999999999997                                0.04119339160471548-0.10982511381884782i          0.9298729089161286+0.3486728001280679i
1                                                 3.88                                              0.02428599089078946-0.06651613314179874i          0.9370143211625904+0.342032836823666i
1                                                 3.8899999999999997                                0.007887817207492468-0.02225421781208437i         0.9422694364198709+0.3340204397007998i
1                                                 3.9                                               -0.0075702684206199276+0.02198272962102063i       0.9453511070627048+0.3252258178379652i
1                                                 3.9099999999999997                                -0.021802721784518045+0.06518171080543742i        0.946169619336395+0.31629385748548766i
1                                                 3.92                                              -0.03467471814019181+0.10636870475188827i         0.9448356574625674+0.30785121563243806i
1                                                 3.9299999999999997                                -0.04617931474790461+0.14467427137630934i         0.9416341511106284+0.3004412427573542i
1                                                 3.94                                              -0.056395002351678616+0.17937896882820042i        0.936977592213951+0.29447826551836953i
1                                                 3.9499999999999997                                -0.06543598201738804+0.20993368964045625i         0.9313510553168398+0.29022595858509986i
1                                                 3.96                                              -0.07340669162197994+0.23595686043728084i         0.9252602712899587+0.2877977324744619i
1                                                 3.9699999999999998                                -0.0803682579342025+0.25721487951861316i          0.919190169305923+0.2871726994539132i
1                                                 3.98                                              -0.08631992892914525+0.2735934999676237i          0.9135765823532034+0.2882195529888945i
1                                                 3.9899999999999998                                -0.09119487778011065+0.28506685595564i            0.9087900482514925+0.2907218739668578i
1                                                 4                                                 -0.09486774048221094+0.2916687659883656i          0.905128528976428+0.2944006919769322i
1                                                 4.01                                              -0.09717067278321875+0.293468906920419i           0.9028152768211322+0.2989325250901542i
1                                                 4.02                                              -0.09791501874780996+0.29055500920771615i         0.9019984934505835+0.30396303306665384i
1                                                 4.03                                              -0.0969162869158319+0.28302149729890463i          0.9027503681700322+0.3091177037025399i
1                                                 4.04                                              -0.09402060314270443+0.2709648337495355i          0.9050642362997569+0.31401172122513643i
1                                                 4.05                                              -0.08913091335560312+0.25448593982077383i         0.9088498388165707+0.3182614379819652i
1                                                 4.06                                              -0.08223087694710397+0.2337001324291418i          0.9139279530624518+0.32149970345686185i
1                                                 4.07                                              -0.07340372201032475+0.20875470829554296i         0.9200269362349126+0.3233966093764315i
1                                                 4.08                                              -0.06284261750351995+0.17985334718726548i         0.9267847739192283+0.32368585192864807i
1                                                 4.09                                              -0.050848845774710064+0.14728479619700782i        0.9337606524084713+0.3221948564373177i
1                                                 4.1                                               -0.037814838484526915+0.11145108006126016i        0.9404593402552965+0.31887432098204843i
1                                                 4.109999999999999                                 -0.024191436212016776+0.07288848090297881i        0.9463693548707457+0.31382063330688414i
1                                                 4.12                                              -0.010442469441941413+0.032273858806980575i       0.9510121130253948+0.3072838024120014i
1                                                 4.13                                              0.0030060164453157407-0.009589409751356349i       0.9539949905666376+0.2996551564281917i
1                                                 4.14                                              0.015811577490814237-0.0518072706593502i          0.9550581759894687+0.2914333239428029i
1                                                 4.1499999999999995                                0.027745881036132302-0.09344816057063725i         0.9541051243450696+0.2831728191508548i
1                                                 4.16                                              0.03870311083637969-0.13360393361523482i          0.9512099259995462+0.2754246514514408i
1                                                 4.17                                              0.04868547336742972-0.17144680517631322i          0.9466008696848127+0.268680537523711i
1                                                 4.18                                              0.057771057158498784-0.2062722584101837i          0.9406254851846519+0.2633306031297845i
1                                                 4.1899999999999995                                0.0660730458240997-0.23752244718100232i           0.9337060561301063+0.25963987832198454i
1                                                 4.2                                               0.07369972707513012-0.2647899843297866i           0.9262949844056975+0.2577435490284672i
1                                                 4.21                                              0.08072247189671486-0.2878061072691604i           0.9188370595094937+0.25765685391344095i
1                                                 4.22                                              0.08715539482064585-0.3064190948275278i           0.9117421521443998+0.25929368416115095i
1                                                 4.2299999999999995                                0.09294721089705661-0.32056865305471893i          0.9053685760842141+0.2624881829966467i
1                                                 4.24                                              0.09798369588214427-0.3302606256567168i           0.9000151710688713+0.26701513313778114i
1                                                 4.25                                              0.10209825377430484-0.3355447059421356i           0.89591918823951+0.27260679145291916i
1                                                 4.26                                              0.105088089939856-0.3364964312094278i             0.8932570272278482+0.27896549742615695i
1                                                 4.27                                              0.10673394106019725-0.33320387463748946i          0.892145390410661+0.28577260683921646i
1                                                 4.28                                              0.10682184883427266-0.3257591035816238i           0.8926411780138782+0.29269508281336193i
1                                                 4.29                                              0.10516583177317795-0.3142545005155942i           0.8947392839051351+0.29939150653545055i
1                                                 4.3                                               0.10163037584628742-0.2987842440399666i           0.8983683201576974+0.3055194300802262i
1                                                 4.31                                              0.09615139507686843-0.2794514049415864i           0.9033852066705252+0.310745893118733i
1                                                 4.32                                              0.0887537682170978-0.2563810042780187i            0.909570495548147+0.3147624913673399i
1                                                 4.33                                              0.07956291593099613-0.2297388059167929i           0.9166271478044079+0.31730549871185904i
1                                                 4.34                                              0.06880746250971762-0.19975446206408778i          0.9241859873368299+0.3181801300616728i
1                                                 4.35                                              0.056810256432605864-0.16674598598647325i         0.9318208433004125+0.3172861857641255i
1                                                 4.36                                              0.04396631136138514-0.13114079727493425i          0.9390750840413976+0.3146404418941702i
1                                                 4.37                                              0.030708702786617866-0.09348750552977418i         0.9454987349819205+0.31038996792800216i
1                                                 4.38                                              0.017466691591782678-0.05445301511357599i         0.950692094823141+0.3048109004984858i
1                                                 4.39                                              0.004623288305580154-0.01480194876187281i         0.9543487806686818+0.2982895721622153i
1                                                 4.3999999999999995                                -0.007519233651352356+0.02464053000838397i        0.9562897993748418+0.2912869489819104i
1                                                 4.41                                              -0.01875866242398668+0.06303695882108519i         0.956481500777851+0.2842917732267872i
1                                                 4.42                                              -0.028993532883635473+0.09958826508200572i        0.9550339685702227+0.27777088388236176i
1                                                 4.43                                              -0.03820653935021416+0.1335778569117678i          0.952181210641094+0.272125619357707i
1                                                 4.4399999999999995                                -0.04643614108527587+0.16440237058519003i         0.9482485674249279+0.26766092332732694i
1                                                 4.45                                              -0.053743800926006106+0.19158622836947997i        0.9436146849218752+0.26456990352154147i
1                                                 4.46                                              -0.060183872697263774+0.21478105510367096i        0.9386749214817136+0.26293274599548666i
1                                                 4.47                                              -0.0657810551439864+0.23375365894353653i          0.93381090296358+0.26272630369203365i
1                                                 4.4799999999999995                                -0.07051769120330745+0.24836728731548596i         0.9293682477984027+0.26383978179914463i
1                                                 4.49                                              -0.0743309417264573+0.25856052873617086i          0.925642194781234+0.26609243894344403i
1                                                 4.5                                               -0.07711844159673727+0.26432717761988905i         0.9228694437649192+0.26925048936356i
1                                                 4.51                                              -0.0787504426090252+0.26569920376887723i          0.9212239868079494+0.27304183860375786i
1                                                 4.52                                              -0.07908639991906567+0.2627340338527203i          0.9208148521053522+0.2771685383873734i
1                                                 4.53                                              -0.07799414955950304+0.2555067765612632i          0.9216842468328608+0.2813177457035174i
1                                                 4.54                                              -0.07536999685448498+0.24410774604648883i         0.9238053677469642+0.28517248957752656i
1                                                 4.55                                              -0.0711580405713792+0.2286455002763756i           0.9270800251605276+0.2884236995236283i
1                                                 4.56                                              -0.06536686475764054+0.20925541409839982i         0.931337109174716+0.29078472752729384i
1                                                 4.57                                              -0.05808143002066882+0.1861133638167891i          0.9363337076336726+0.29200896948026256i
1                                                 4.58                                              -0.04946779804486475+0.15945329106186365i         0.9417611841407868+0.291910146767995i
1                                                 4.59                                              -0.039768527277439125+0.12958626205890517i        0.9472584877687084+0.29038342677415485i
1                                                 4.6                                               -0.029287485254170926+0.09691738676942842i        0.9524341362533052+0.28742411242195304i
1                                                 4.61                                              -0.018364573260401126+0.06195609055198879i        0.9568965867623943+0.283139603275945i
1                                                 4.62                                              -0.007343237980844863+0.025315338289196153i       0.9602903210005748+0.27775032150750145i
1                                                 4.63                                              0.0034640069823114027-0.012303065955377064i       0.9623325994712977+0.2715767356781241i
1                                                 4.64                                              0.013805459219112238-0.05013711392908102i         0.962844442033296+0.265012424618619i
1                                                 4.6499999999999995                                0.023509335212050703-0.08740371895297529i         0.961769780476963+0.25848654003352634i
1                                                 4.66                                              0.0324883037899759-0.12334207212426097i           0.9591790629591674+0.25242182012712905i
1                                                 4.67                                              0.04072923838528616-0.1572539015975182i           0.9552571546171352+0.24719536243245643i
1                                                 4.68                                              0.0482715122362566-0.18853438357491464i           0.9502788759583618+0.24310828701736417i
1                                                 4.6899999999999995                                0.05517940688089619-0.21669014282676619i          0.9445777301925846+0.24036774122070456i
1                                                 4.7                                               0.06151461045163177-0.241343964414625i            0.9385137361461685+0.23908153440945995i
1                                                 4.71                                              0.06731360499075392-0.2622284217085883i           0.932445060990662+0.2392631447065804i
1                                                 4.72                                              0.0725727483864147-0.2791720094547337i            0.9267061052161962+0.2408435140977821i
1                                                 4.7299999999999995                                0.07724185867290513-0.2920815523214706i           0.9215926475966603+0.24368595338860582i
1                                                 4.74                                              0.08122563303687631-0.3009240296096996i           0.9173531462902813+0.24760123201597437i
1                                                 4.75                                              0.08439143968001414-0.3057100057794192i           0.9141844888453218+0.2523610473504209i
1                                                 4.76                                              0.08658179637041265-0.30647996513619863i          0.9122303032074446+0.2577091762825499i
1                                                 4.77                                              0.0876299651995516-0.30329421504099185i           0.9115801905469731+0.2633705037560927i
1                                                 4.78                                              0.08737731821266244-0.29622668087574017i          0.912268733791983+0.26905873548378756i
1                                                 4.79                                              0.08569129169423553-0.28536279738832643i          0.9142737477457102+0.2744839458444749i
1                                                 4.8                                               0.08248275297404735-0.27080167983527i             0.9175139000459889+0.2793612087221295i
1                                                 4.81                                              0.07772143508719595-0.2526626889283213i           0.9218465050816773+0.28342140591806425i
1                                                 4.82                                              0.0714478128325606-0.2310962457541159i            0.9270669159665053+0.2864248729658494i
1                                                 4.83                                              0.06377954236534698-0.2062982044309129i           0.9329113990223212+0.28817779312402075i
1                                                 4.84                                              0.05491058190716401-0.17852623681871793i          0.9390654910858669+0.28855021042872087i
1                                                 4.85                                              0.04510159596846444-0.14811565711562794i          0.9451794025754967+0.28749335031184126i
1                                                 4.86                                              0.03466138646310414-0.11549122706788859i          0.9508908969560056+0.28505292749674993i
1                                                 4.87                                              0.023920841916566838-0.08117118219095178i         0.9558543167142624+0.2813747302885287i
